	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000147889.18|CDKN2A|protein_coding	4.956085594446361	1.616390131934701	0.13697186278651396	11.800891796689854	3.861967323591999e-32	2.647861346237764e-30
ENSG00000168496.4|FEN1|protein_coding	20.138138567258412	0.7080769497329495	0.06002370586108784	11.796621677635896	4.062975997902369e-32	2.7765445483370187e-30
ENSG00000187522.16|HSPA14|protein_coding	8.748163016008458	0.6159041328156454	0.05223546551411506	11.790918808777837	4.347716950700437e-32	2.9517740848029057e-30
ENSG00000107485.18|GATA3|protein_coding	192.04321358753535	-1.2654224658086737	0.10732018486343692	-11.791094726671426	4.3386442172050655e-32	2.9517740848029057e-30
ENSG00000100302.7|RASD2|protein_coding	6.498051461456634	1.4060525588482367	0.11930000979486226	11.78585451305461	4.6171349568724134e-32	3.1245111657821983e-30
ENSG00000071967.12|CYBRD1|protein_coding	67.60010842734445	-1.2172436396800492	0.10329435501941496	-11.784222278664298	4.707452507575012e-32	3.175321443863624e-30
ENSG00000075275.18|CELSR1|protein_coding	16.44654944143999	-1.1015978438999359	0.09352576140403915	-11.778549860085507	5.035186765024733e-32	3.3854321852713066e-30
ENSG00000234753.5|FOXP4-AS1|lncRNA	1.0469040642746936	1.6475312889265923	0.13988557927464698	11.777706447437877	5.085813781701724e-32	3.4084764196787465e-30
ENSG00000117480.16|FAAH|protein_coding	14.554271229737184	-0.8436057787796388	0.0716415287897461	-11.775373767573512	5.22848347925002e-32	3.492861575577185e-30
ENSG00000163808.17|KIF15|protein_coding	2.628774691013993	0.9405290017289532	0.07988040658735053	11.77421400203402	5.300888213404455e-32	3.529917349264826e-30
ENSG00000143942.5|CHAC2|protein_coding	2.245355795616411	0.8819291058148209	0.07491778975084293	11.771958419327206	5.44456836756004e-32	3.614048996339297e-30
ENSG00000065427.15|KARS1|protein_coding	35.6728088609234	0.49350530991012115	0.041988736471806475	11.753278411735192	6.793119067595307e-32	4.4948882770123486e-30
ENSG00000140525.19|FANCI|protein_coding	3.7223505588874364	0.7905797144425036	0.0673059338716174	11.746062627263944	7.398659416526492e-32	4.880071462615876e-30
ENSG00000131773.14|KHDRBS3|protein_coding	1.8443554006402616	1.249667189853906	0.10644450806461114	11.74008140556548	7.940997910357921e-32	5.221268752226819e-30
ENSG00000120526.12|NUDCD1|protein_coding	3.5233648661812347	0.6977195990609898	0.05951111622209903	11.72418941794099	9.581378406837846e-32	6.280021073387461e-30
ENSG00000148488.17|ST8SIA6|protein_coding	5.313830127841704	-1.63070047242344	0.13913387694222662	-11.720369677476645	1.0023364373903324e-31	6.549121744365736e-30
ENSG00000065911.13|MTHFD2|protein_coding	7.592887638541235	0.673551438237746	0.05747062249842003	11.719925919651612	1.0076006897548606e-31	6.562944117675176e-30
ENSG00000068724.17|TTC7A|protein_coding	5.2104020001345175	0.6715954246724452	0.057474293831968615	11.685144434065013	1.5182126319500774e-31	9.857976912067123e-30
ENSG00000167513.9|CDT1|protein_coding	7.062009570558451	1.015621944798898	0.08700157240261829	11.67360447347884	1.73896019280979e-31	1.1256256925072812e-29
ENSG00000139531.13|SUOX|protein_coding	8.391928547686168	-0.5807196909149717	0.049795062946630816	-11.662194132325396	1.98851099742579e-31	1.283174449515348e-29
ENSG00000204574.14|ABCF1|protein_coding	24.483054822556298	0.41825340221293394	0.035887996493711466	11.65440935902407	2.1788595868378496e-31	1.401665752113003e-29
ENSG00000136883.14|KIF12|protein_coding	16.2814109154227	-1.5671887057870815	0.13447598524955523	-11.654041447465543	2.1882900924814107e-31	1.4034009353104627e-29
ENSG00000165816.13|VWA2|protein_coding	7.111920593478154	-1.4187346270680836	0.12177807146847093	-11.650165008857137	2.290149442373029e-31	1.464220393477946e-29
ENSG00000164983.7|TMEM65|protein_coding	4.81771466454994	0.7723499071181842	0.06638813238508628	11.633855018516657	2.77285966044142e-31	1.7674224435039915e-29
ENSG00000123505.19|AMD1|protein_coding	9.7314884586875	0.7736660902191679	0.06674944482255078	11.590599626347617	4.599015634634943e-31	2.913595224094107e-29
ENSG00000151461.20|UPF2|protein_coding	10.918838067631789	0.5171238350430833	0.04461543243750887	11.590694223739709	4.593938875267024e-31	2.913595224094107e-29
ENSG00000113558.19|SKP1|protein_coding	18.158922179723753	-0.4757129768906819	0.04104988320811232	-11.58865603780015	4.704563748264758e-31	2.9714309759115864e-29
ENSG00000178149.17|DALRD3|protein_coding	7.463248658113351	-0.6927250214012843	0.05979085453420335	-11.585802323748544	4.863908965604535e-31	3.062793189428862e-29
ENSG00000136938.9|ANP32B|protein_coding	92.74680219415725	0.492067571196886	0.04251873098717603	11.572959958407441	5.6499245179337195e-31	3.5470294194967624e-29
ENSG00000113460.13|BRIX1|protein_coding	8.205465976911789	0.5347047593444516	0.04620741389547896	11.571839111229039	5.7242328287190015e-31	3.5828884339036084e-29
ENSG00000173894.11|CBX2|protein_coding	5.0231680654779565	1.4218156041754622	0.12287408025937832	11.571322456079525	5.758811167622227e-31	3.593739555890721e-29
ENSG00000075886.11|TUBA3D|protein_coding	4.3067945739004685	-2.769162296555647	0.23931846398535708	-11.571034889832323	5.778146943010661e-31	3.5950422905424236e-29
ENSG00000198863.7|RUNDC1|protein_coding	12.034972076575327	-0.6545925311145477	0.05659409933174438	-11.566444891674037	6.0956449141836424e-31	3.78129544483124e-29
ENSG00000092068.20|SLC7A8|protein_coding	27.412112195702647	-1.0996999160842802	0.0950961634855914	-11.564082879651634	6.265717755870537e-31	3.87526276515162e-29
ENSG00000137409.19|MTCH1|protein_coding	65.30382294490734	0.4388321785180874	0.03799096197614278	11.550962536659673	7.29982691037338e-31	4.501487937660129e-29
ENSG00000143882.12|ATP6V1C2|protein_coding	1.141623982871896	2.07347697145228	0.17960295470769025	11.544782071246724	7.844003265803678e-31	4.8227893825706806e-29
ENSG00000121644.19|DESI2|protein_coding	16.067964379768334	0.5762951757007844	0.04997090285309598	11.532614837778134	9.035692421671374e-31	5.539145210144013e-29
ENSG00000143977.14|SNRPG|protein_coding	25.195911737264854	0.5474856467112543	0.04747925965124259	11.53104851955976	9.201614267756915e-31	5.624318069878515e-29
ENSG00000154640.15|BTG3|protein_coding	9.743045006298907	0.9890248375783277	0.08592551514628834	11.51025787735472	1.1712763328951972e-30	7.138278539922397e-29
ENSG00000164430.16|CGAS|protein_coding	2.467701327738547	0.9099609797049063	0.0790735966568244	11.507772735494669	1.2055168052857872e-30	7.325535502207482e-29
ENSG00000006634.8|DBF4|protein_coding	3.7760110497312467	0.6668065629488095	0.057952168867689585	11.50615371223109	1.2283564428352168e-30	7.44262597035303e-29
ENSG00000065491.8|TBC1D22B|protein_coding	6.612263018165365	0.4904642733230422	0.04263213169566697	11.504568357600842	1.2511372193916393e-30	7.558682047472445e-29
ENSG00000187720.14|THSD4|protein_coding	10.166301362180924	-1.316142676959963	0.11442930455729353	-11.501797394049394	1.291966130068012e-30	7.78278903150508e-29
ENSG00000089289.16|IGBP1|protein_coding	29.89497901485917	-0.4867073647972467	0.042336356306012145	-11.496203435157925	1.3784635433989747e-30	8.27991805045096e-29
ENSG00000123240.17|OPTN|protein_coding	20.49757313180531	0.695764445278458	0.06054694424301769	11.491322212494548	1.4586211998160132e-30	8.736218870047461e-29
ENSG00000066279.18|ASPM|protein_coding	3.3309154650656683	1.0167954272170707	0.08848908215796565	11.49063141373696	1.4703328401990837e-30	8.781131056810746e-29
ENSG00000166508.18|MCM7|protein_coding	31.95325980612559	0.6827838378478944	0.05944640169353203	11.485705078801827	1.5566030497206323e-30	9.269793532950612e-29
ENSG00000035499.13|DEPDC1B|protein_coding	1.8220965412596122	0.9716470384639367	0.08460800821874322	11.484102497152127	1.585736406408659e-30	9.416382882842075e-29
ENSG00000175183.10|CSRP2|protein_coding	2.7761826843623845	1.1515037696438537	0.1002866373920726	11.48212563097541	1.6224204284460078e-30	9.606849144914812e-29
ENSG00000144029.12|MRPS5|protein_coding	5.323088347699526	0.547928830638488	0.047758526511676794	11.472900666324396	1.8050544503192407e-30	1.062826684230028e-28
ENSG00000012171.20|SEMA3B|protein_coding	7.199341463881023	-1.55392848754438	0.1354434194285707	-11.472897643165908	1.8051175273109914e-30	1.062826684230028e-28
ENSG00000123545.6|NDUFAF4|protein_coding	6.175591876045396	0.6220296997755165	0.054231144914285864	11.469971743334115	1.867202447443734e-30	1.0962845242836547e-28
ENSG00000130045.16|NXNL2|protein_coding	1.697113598152841	-2.2704094328959927	0.19803984283196058	-11.464407365857513	1.99117953342426e-30	1.1657908712124116e-28
ENSG00000120647.10|CCDC77|protein_coding	3.4277911901419156	0.762978364511316	0.06655521562630468	11.463840321625574	2.004263367974654e-30	1.1701641842771908e-28
ENSG00000114737.16|CISH|protein_coding	12.17394711113722	-0.9247176971459583	0.08072654260321774	-11.454939940771094	2.221171631774235e-30	1.2931810145550387e-28
ENSG00000116455.14|WDR77|protein_coding	7.581770641321399	0.47221790160257326	0.04125251169155415	11.447009702908659	2.433975988834785e-30	1.4131298477794825e-28
ENSG00000122694.16|GLIPR2|protein_coding	13.279646400653139	0.9941556336896789	0.08686094077921111	11.445370321473831	2.4804299665404847e-30	1.4361000497945368e-28
ENSG00000182481.10|KPNA2|protein_coding	24.155628980477932	0.842165803388007	0.07358713367118809	11.444470811311735	2.5062915216113166e-30	1.4470535785303234e-28
ENSG00000164611.13|PTTG1|protein_coding	13.600374252707331	0.9717385119287051	0.0849723262610425	11.435941025592715	2.765223047931118e-30	1.5921420991168036e-28
ENSG00000154917.11|RAB6B|protein_coding	1.6205207811909474	1.2016996332463508	0.10512554180875046	11.431090984839265	2.9241161349153293e-30	1.6789904297531739e-28
ENSG00000140332.17|TLE3|protein_coding	12.606998224725837	-0.5847397018784644	0.05116848899441735	-11.427730491362787	3.0394920188289252e-30	1.7356748533822271e-28
ENSG00000158186.13|MRAS|protein_coding	7.207657867869103	1.0736057716987244	0.09394731485658306	11.427743021050217	3.0390535544493206e-30	1.7356748533822271e-28
ENSG00000142082.15|SIRT3|protein_coding	5.538251836868785	-0.683882978973936	0.059849034853367185	-11.426800459681262	3.0722134861671103e-30	1.74956682219074e-28
ENSG00000132254.13|ARFIP2|protein_coding	20.642696220002673	-0.5966954552505228	0.052236541630406474	-11.422950996112483	3.21140941732853e-30	1.8238530377487342e-28
ENSG00000126067.12|PSMB2|protein_coding	27.378155976973076	0.48940914546720093	0.04285272861985947	11.420723049136045	3.294812748388287e-30	1.8661353835504639e-28
ENSG00000160180.15|TFF3|protein_coding	256.60572603609836	-2.0924437311431943	0.18333574905861671	-11.413179054752662	3.593511122073779e-30	2.029798165782758e-28
ENSG00000168411.14|RFWD3|protein_coding	7.672225112858579	0.5871152492013015	0.05144902281395232	11.41159184547395	3.659697950448108e-30	2.061596875167295e-28
ENSG00000135821.19|GLUL|protein_coding	109.45381444315589	-0.796916736795847	0.06989370001574506	-11.401839316223413	4.093773912865971e-30	2.2999064599963726e-28
ENSG00000130487.9|KLHDC7B|protein_coding	5.705225717667418	2.304960500153373	0.20223981994562465	11.397164518704068	4.3195949283552e-30	2.4202504594545007e-28
ENSG00000116191.17|RALGPS2|protein_coding	9.404045081817276	-0.9514432253481991	0.08349024289301146	-11.395861269291379	4.384724466445012e-30	2.4501558191451307e-28
ENSG00000123908.12|AGO2|protein_coding	4.939858662716997	0.7533048228053467	0.06610801355401534	11.395060633456165	4.4252183386341426e-30	2.4661718136938884e-28
ENSG00000131781.13|FMO5|protein_coding	4.072786960432079	-1.494057413733737	0.13115905749867324	-11.391187480505113	4.6264130087539746e-30	2.5714220357722426e-28
ENSG00000112981.5|NME5|protein_coding	2.5444934965425174	-1.4529816543504475	0.1275826211202764	-11.38855466043979	4.7683343055006925e-30	2.6432551045093335e-28
ENSG00000126878.13|AIF1L|protein_coding	13.205737568372776	1.2343540174443197	0.10845377108691474	11.381384022646015	5.177151510128829e-30	2.862264427735151e-28
ENSG00000069020.18|MAST4|protein_coding	5.015378863153497	-1.1344751565659343	0.09969595604351787	-11.379349790985797	5.2993352912059436e-30	2.922064695095383e-28
ENSG00000162377.6|COA7|protein_coding	7.744203533569513	0.5488334067959133	0.048250342419995255	11.374704909212689	5.589157351730944e-30	3.0656528074244227e-28
ENSG00000173660.12|UQCRH|protein_coding	80.8191248989095	0.6224291367795743	0.05471957059547232	11.37489073847148	5.577265875445521e-30	3.0656528074244227e-28
ENSG00000249661.1|TNRC18P1|processed_pseudogene	4.377735455185289	-2.061415463928005	0.18125234713330837	-11.373179418260804	5.6877315952831e-30	3.1115325364956864e-28
ENSG00000067057.18|PFKP|protein_coding	7.420287744918414	1.097727985511789	0.09652246637406506	11.372771819336158	5.714360665832715e-30	3.117916737119143e-28
ENSG00000123080.12|CDKN2C|protein_coding	7.260800795494379	0.8061007022480746	0.07090957717392327	11.36800886953413	6.034854034248663e-30	3.284189624956786e-28
ENSG00000165733.8|BMS1|protein_coding	9.081859795408832	0.4212904405012709	0.03706832285281359	11.365241480551466	6.2291966536749124e-30	3.3811235899100576e-28
ENSG00000071051.14|NCK2|protein_coding	15.413307444043376	0.6439162053033302	0.05666409487783725	11.363742890300397	6.337015982609235e-30	3.4307123149486825e-28
ENSG00000137673.9|MMP7|protein_coding	48.31964314012704	1.9712482230575123	0.17347590472015695	11.363239328467177	6.37365995412551e-30	3.440714335321811e-28
ENSG00000143321.19|HDGF|protein_coding	128.79347172148672	0.5213659428825902	0.04588262655205515	11.36303612198586	6.388506682193259e-30	3.440714335321811e-28
ENSG00000120539.15|MASTL|protein_coding	4.330059550142295	0.6610188824479626	0.058206494985009835	11.356445403871124	6.889103180777279e-30	3.7007623091995053e-28
ENSG00000143228.13|NUF2|protein_coding	5.905121215058203	1.026593083710353	0.09042057908383963	11.353533610512235	7.122486545732558e-30	3.8162978681928974e-28
ENSG00000145555.15|MYO10|protein_coding	5.992394164524787	0.9286084488153679	0.08179264373047751	11.353202518741309	7.149515782609457e-30	3.8209578835109975e-28
ENSG00000127423.11|AUNIP|protein_coding	1.9823957888549388	0.9408366655194669	0.08293228566381536	11.344636868364626	7.885289817664715e-30	4.203403981319327e-28
ENSG00000121864.10|ZNF639|protein_coding	5.684974709541993	0.5281865357166231	0.04656305521148041	11.343468192061321	7.99133619741084e-30	4.249066845985565e-28
ENSG00000083444.17|PLOD1|protein_coding	40.361527588281234	0.7717997253494194	0.0680582175093535	11.340287089407655	8.287214706751371e-30	4.39517598302338e-28
ENSG00000124702.18|KLHDC3|protein_coding	59.27136115976847	0.5910894276325067	0.052167586942566305	11.330587866432547	9.258126376528561e-30	4.897642844314335e-28
ENSG00000078081.8|LAMP3|protein_coding	3.7477236281881043	1.537752521784469	0.13575903883954923	11.327072841182284	9.63717902490416e-30	5.0852587953437315e-28
ENSG00000081791.9|DELE1|protein_coding	10.254515701192332	-0.4529012820321262	0.03998633975250262	-11.32640008651406	9.711464082811793e-30	5.111516310051671e-28
ENSG00000198826.11|ARHGAP11A|protein_coding	2.7480863521821877	0.8348845056445339	0.07377690066006252	11.316340184733185	1.0892496377323628e-29	5.7186977831878175e-28
ENSG00000111716.14|LDHB|protein_coding	2.1729428239455455	1.4392675867084426	0.1272368822881399	11.311716860910547	1.1482051210406541e-29	6.013075210515165e-28
ENSG00000125450.11|NUP85|protein_coding	9.956834298737087	0.5068266562609808	0.04481465447507806	11.309395602789547	1.178988442617639e-29	6.158811055007381e-28
ENSG00000109846.9|CRYAB|protein_coding	26.761530887351814	1.84452043708117	0.16312175291051492	11.307630062638147	1.2029492209699919e-29	6.268267653169385e-28
ENSG00000165996.14|HACD1|protein_coding	0.873464980478816	1.7043621003926843	0.15073080750383686	11.3073241536857	1.207149663149989e-29	6.274468934921501e-28
ENSG00000196196.3|HRCT1|protein_coding	5.238226770183624	2.264665493520782	0.20030639426075778	11.306006989335811	1.2254025553898133e-29	6.353498871141761e-28
ENSG00000164125.16|GASK1B|protein_coding	30.448764384767447	-1.1496003712048724	0.10175283018292015	-11.297969492723162	1.3428705632625808e-29	6.9452732382337396e-28
ENSG00000106615.10|RHEB|protein_coding	21.46006039281011	0.4497322344218134	0.03982088768424318	11.293877675152103	1.4068978353149515e-29	7.258408807294439e-28
ENSG00000197063.11|MAFG|protein_coding	5.424072571805171	0.55570252136236	0.049213796325322676	11.291600381505754	1.4438348458630645e-29	7.430580170944161e-28
ENSG00000178467.18|P4HTM|protein_coding	6.759987055820097	-0.8391108308095371	0.07432147393119146	-11.290287805465287	1.4655599358296224e-29	7.523809296181482e-28
ENSG00000147065.17|MSN|protein_coding	63.6906293529471	0.7237962138332531	0.06416584251176774	11.280085875916175	1.6458523576918136e-29	8.428624248493973e-28
ENSG00000172159.16|FRMD3|protein_coding	1.6272186955838808	1.4529934217635518	0.12883394191432268	11.278032793018346	1.6847118077757143e-29	8.60648240428167e-28
ENSG00000127995.17|CASD1|protein_coding	12.839194862793184	-1.053092669785629	0.09350255298456624	-11.262715681778818	2.004836575024157e-29	1.0216823651156115e-27
ENSG00000112984.12|KIF20A|protein_coding	8.64674126879832	0.928615180838404	0.08248053122577485	11.258598447874876	2.1007310136159448e-29	1.0679399150438326e-27
ENSG00000135045.7|C9orf40|protein_coding	2.939911983134768	0.7922235875509408	0.0704151068010333	11.250761712106291	2.2960059388037974e-29	1.1643710895982371e-27
ENSG00000161888.11|SPC24|protein_coding	4.425022118344623	0.8868628939040354	0.07883191436368463	11.250048930850081	2.3146362214203084e-29	1.1709699699772691e-27
ENSG00000112029.10|FBXO5|protein_coding	3.443822748226448	0.8002017702062505	0.07113509365486033	11.249043602708133	2.3411681809105675e-29	1.1815246584677714e-27
ENSG00000184220.12|CMSS1|protein_coding	4.078572243255879	0.6214908348642897	0.05528872403195902	11.24082434069276	2.5697147168822453e-29	1.2937334261830107e-27
ENSG00000101003.10|GINS1|protein_coding	5.31869186008332	0.8025342864741503	0.07143076601396399	11.235134820159466	2.7407515247698627e-29	1.3765176874886324e-27
ENSG00000257108.2|NHLRC4|protein_coding	1.9635383646059221	-2.0232606371326756	0.18011759444160713	-11.232998327593156	2.807855263449164e-29	1.4068299821170898e-27
ENSG00000163751.4|CPA3|protein_coding	11.092104441998396	-1.5075829252262227	0.13425188074574404	-11.229510654538931	2.9209172038809987e-29	1.4599682801077135e-27
ENSG00000131831.18|RAI2|protein_coding	11.684960009342817	-1.3064174267412174	0.11635422174427604	-11.227933178157205	2.9735278090960306e-29	1.4797495965098805e-27
ENSG00000183856.11|IQGAP3|protein_coding	6.475665976143918	0.9263564323392033	0.08250488064524238	11.227898581204983	2.974692131351724e-29	1.4797495965098805e-27
ENSG00000095002.15|MSH2|protein_coding	4.106248310405088	0.6101239109897256	0.05435882366625844	11.224008722772291	3.108527470243912e-29	1.5426437633879489e-27
ENSG00000166123.14|GPT2|protein_coding	8.327544489978566	0.9615043954964794	0.08566668529859216	11.223784276759925	3.116429583366798e-29	1.5428917293613818e-27
ENSG00000183696.14|UPP1|protein_coding	2.550567517233931	0.9048458952238119	0.08063794201482824	11.221093602034424	3.212726678048661e-29	1.5867976812930863e-27
ENSG00000129625.13|REEP5|protein_coding	78.18616482998378	-0.576398125564607	0.051378256940476756	-11.218717019387821	3.3002348110010154e-29	1.626165346706718e-27
ENSG00000166889.14|PATL1|protein_coding	14.480081684236275	0.4919869800085505	0.04387003824382192	11.214646708857964	3.455635329771043e-29	1.6987218674155154e-27
ENSG00000006757.12|PNPLA4|protein_coding	10.008624851116847	-0.685877807090319	0.061163752245933546	-11.213795457356353	3.489041987158256e-29	1.711108285607989e-27
ENSG00000156990.14|RPUSD3|protein_coding	5.50527297122997	0.6078216356301042	0.05421962868544152	11.210361457036498	3.627091417269811e-29	1.7746353617407203e-27
ENSG00000183520.12|UTP11|protein_coding	10.748558200076655	0.4641672138610684	0.04141176347999249	11.208583621060338	3.7006772369241523e-29	1.8063984929557403e-27
ENSG00000065882.16|TBC1D1|protein_coding	7.792259149044227	0.6232042560451937	0.05563442000756883	11.2017750155463	3.996447338592512e-29	1.9462138289318627e-27
ENSG00000116885.18|OSCP1|protein_coding	5.411690818114345	-0.7370447826149881	0.06584585784834425	-11.193487437167951	4.388273221253925e-29	2.132046124722507e-27
ENSG00000169446.5|MMGT1|protein_coding	11.019146239169627	0.47998894927212016	0.042896494812260946	11.189467842834718	4.5918117039360187e-29	2.225747240584615e-27
ENSG00000236313.1|VN1R53P|processed_pseudogene	3.1171219865295745	-2.049463239390638	0.1832642226734595	-11.183106061254383	4.9332565769926474e-29	2.3857045669201334e-27
ENSG00000163739.5|CXCL1|protein_coding	1.527930173632164	2.5145022575668774	0.22492259436010784	11.179411586997274	5.142984416673912e-29	2.4813709304799614e-27
ENSG00000167491.17|GATAD2A|protein_coding	13.506481554952993	0.3877376382819202	0.03470227132703932	11.17326398113321	5.511753642195277e-29	2.653151989937094e-27
ENSG00000114744.9|COMMD2|protein_coding	8.532966921330562	0.4864688355496851	0.04354071177220911	11.172735027730651	5.544682976737801e-29	2.6628531632291702e-27
ENSG00000143578.16|CREB3L4|protein_coding	46.301649153614896	-0.8660661259592507	0.07752140240142026	-11.171961537468054	5.593187359457936e-29	2.6799725088087762e-27
ENSG00000169026.13|SLC49A3|protein_coding	8.065151905888222	-1.2276174593537628	0.1099749378200028	-11.16270200909791	6.207572439019505e-29	2.9675328519835676e-27
ENSG00000073111.14|MCM2|protein_coding	7.885259291008131	0.8344884994093809	0.07478676727318612	11.15823734379513	6.527287931255487e-29	3.1132325480814214e-27
ENSG00000104368.19|PLAT|protein_coding	22.209012139609595	-1.3481025484926583	0.12092290306425311	-11.148446773365471	7.286718818976554e-29	3.467513249861377e-27
ENSG00000163507.14|CIP2A|protein_coding	2.819048092908366	0.8784736614427687	0.07882352949787874	11.144815095680405	7.590178329068247e-29	3.603692184801127e-27
ENSG00000173207.13|CKS1B|protein_coding	15.67657916434161	0.6860444038212364	0.061581941604275645	11.140350335651064	7.980479750085855e-29	3.7803895325236246e-27
ENSG00000176105.14|YES1|protein_coding	16.788325763498392	0.6361970241821902	0.0571206657107817	11.13777327812386	8.21475804141559e-29	3.8825442598010234e-27
ENSG00000152253.9|SPC25|protein_coding	4.534806206685019	0.7148608652294833	0.06420156665785189	11.134632726942272	8.509504805618238e-29	4.012751327228528e-27
ENSG00000142864.15|SERBP1|protein_coding	41.78139289058042	0.42526784767703685	0.038207600090315964	11.130451707821988	8.918242165698758e-29	4.19600274175303e-27
ENSG00000118096.10|IFT46|protein_coding	9.947745697512875	-0.6545754373246913	0.058845630945661226	-11.123603006808342	9.630262481798832e-29	4.520800921354348e-27
ENSG00000100418.8|DESI1|protein_coding	9.273817394509166	0.47269011668181365	0.04249693474806158	11.122922617457123	9.704006571192442e-29	4.545182223895822e-27
ENSG00000166965.12|RCCD1|protein_coding	2.665053405408174	0.7223883755861302	0.06497973020292738	11.117134117518791	1.0354483162461945e-28	4.828154195865645e-27
ENSG00000029725.17|RABEP1|protein_coding	18.547734736152485	-0.8120956942217824	0.07304805621869094	-11.117279997027355	1.03375706150997e-28	4.828154195865645e-27
ENSG00000104312.8|RIPK2|protein_coding	11.861081089442921	0.6779671747920982	0.060989404082701176	11.11614689451269	1.0469660606439198e-28	4.8709628575895575e-27
ENSG00000231106.2|LINC01436|lncRNA	3.216736711532353	2.2830449275986706	0.2054490900924861	11.112460642054549	1.0911074044606287e-28	5.0650226350050966e-27
ENSG00000165997.5|ARL5B|protein_coding	6.055040351388699	0.5977295637753806	0.05381546113662276	11.10702298467551	1.1596125483515604e-28	5.371067632287016e-27
ENSG00000159763.4|PIP|protein_coding	511.0721653418969	-2.617697867589216	0.2356967391819937	-11.106211637353013	1.1701935649490664e-28	5.408058641736894e-27
ENSG00000172830.13|SSH3|protein_coding	21.39389726042717	-0.7291646294059366	0.0656708964623447	-11.103314690154036	1.2087610302452514e-28	5.573939414469419e-27
ENSG00000107863.18|ARHGAP21|protein_coding	7.549979991817108	0.6726011261788182	0.06066174277661365	11.08773166401872	1.4389018558493661e-28	6.620536728800959e-27
ENSG00000163017.14|ACTG2|protein_coding	20.64433919798239	2.0091362900421577	0.18121959002836735	11.086750001628719	1.4547750800355428e-28	6.678827531537624e-27
ENSG00000176890.16|TYMS|protein_coding	3.017065989278432	0.8895431464034967	0.08039327187778078	11.06489542751587	1.8567932488665777e-28	8.505745425522214e-27
ENSG00000143924.19|EML4|protein_coding	9.077315665125205	0.5454505966829709	0.04930759400713413	11.062202641728001	1.9134009804262728e-28	8.745836981365088e-27
ENSG00000100526.20|CDKN3|protein_coding	6.295515247746154	0.8490791478216484	0.07678421526194773	11.057990824351497	2.0053933183153619e-28	9.146261035808991e-27
ENSG00000080608.10|PUM3|protein_coding	16.21944153118268	0.6310268997768416	0.05708410270118401	11.054336845409555	2.088747270120203e-28	9.50562431247061e-27
ENSG00000016864.18|GLT8D1|protein_coding	16.820968120467573	-0.35628805396273305	0.03223152235619295	-11.054025001530094	2.0960181782257967e-28	9.517931784043634e-27
ENSG00000163491.16|NEK10|protein_coding	1.823717432214795	-2.351047969992753	0.21271811185688494	-11.052410861819418	2.1340564654536366e-28	9.669595415097858e-27
ENSG00000070087.14|PFN2|protein_coding	29.69053304462243	0.8233370251397821	0.07451152595908489	11.049794169990367	2.197180605127011e-28	9.934020683874685e-27
ENSG00000092853.14|CLSPN|protein_coding	1.3189915870164126	1.0159007544961325	0.09195617648739862	11.047661976630229	2.2499836767290958e-28	1.0150738046334317e-26
ENSG00000203950.6|RTL8A|protein_coding	39.04989332688644	0.636768202213986	0.05764441976704487	11.046484721111277	2.279675430345174e-28	1.0262478400579796e-26
ENSG00000102098.19|SCML2|protein_coding	1.0074151342073765	1.267134907125107	0.11473528892024486	11.043985848206837	2.34399418593573e-28	1.0529282503762592e-26
ENSG00000128833.13|MYO5C|protein_coding	7.43554437326583	-0.7344521651728839	0.06652026165661884	-11.041029407914321	2.422418489799035e-28	1.0858165286641135e-26
ENSG00000164574.16|GALNT10|protein_coding	12.829516970888221	-0.7777890057901469	0.07048397074450452	-11.034977138412557	2.5911739808715285e-28	1.1589665082254349e-26
ENSG00000235750.10|KIAA0040|protein_coding	34.453402340224855	-0.8298301414845626	0.07521669780555437	-11.03252556539758	2.662804190409932e-28	1.1884545554756789e-26
ENSG00000166167.18|BTRC|protein_coding	8.316860781418331	-0.726250917938292	0.06583063025087389	-11.032112485793059	2.6750654615937206e-28	1.1913758422221777e-26
ENSG00000081985.13|IL12RB2|protein_coding	1.3729418587259716	3.02955903697801	0.27466033714075605	11.0302021344474	2.7325020183646404e-28	1.2143611848352708e-26
ENSG00000120262.10|CCDC170|protein_coding	5.236786581427111	-1.350703424637268	0.12245770471869934	-11.029958692595152	2.739908662251774e-28	1.2150620478151856e-26
ENSG00000132613.15|MTSS2|protein_coding	3.2642548056490237	0.8102883761977994	0.07349335725986249	11.025328089622171	2.884646879991545e-28	1.2765328008421183e-26
ENSG00000184575.12|XPOT|protein_coding	19.46780794930703	0.5496211281395477	0.04986973012407591	11.021137005796705	3.0221725952321024e-28	1.3345581229326845e-26
ENSG00000196932.12|TMEM26|protein_coding	2.4793841850527465	-2.1505435513391995	0.19516667633504778	-11.019009964832852	3.094437307774542e-28	1.3635804821552808e-26
ENSG00000185499.16|MUC1|protein_coding	113.11554606419953	-1.3052680607987002	0.11848862143274899	-11.015978116848427	3.200414321426679e-28	1.4073045506644782e-26
ENSG00000075618.18|FSCN1|protein_coding	24.31184200536318	1.0400611286604975	0.09444164900187246	11.012737914390677	3.317656119232186e-28	1.4557875051190834e-26
ENSG00000106554.13|CHCHD3|protein_coding	16.22982553711586	0.40062383190281503	0.03639601336901435	11.007354784738183	3.5219268078410643e-28	1.5421747994922542e-26
